0.0 0.0 -0.021520770079468 
10.7666015625 -0.0060293570424009 -0.043021642753896 
21.533203125 -0.016060017215445 -0.064482862892802 
32.2998046875 -0.030063154090567 -0.085884838076591 
43.06640625 -0.048001475980382 -0.10720834946637 
53.8330078125 -0.069827569839046 -0.12843458002781 
64.599609375 -0.09548002376394 -0.14954525295734 
75.3662109375 -0.12489223901987 -0.17052260151735 
86.1328125 -0.15798861156293 -0.19134979930049 
96.8994140625 -0.19468270702008 -0.21201051374092 
107.666015625 -0.23488205672284 -0.23248930228017 
118.4326171875 -0.27848859717374 -0.25277174509756 
129.19921875 -0.32539649113011 -0.27284413860807 
139.9658203125 -0.37549548536858 -0.29269389163967 
150.732421875 -0.42866917810686 -0.31230931788976 
161.4990234375 -0.48480304637497 -0.33168013511731 
172.265625 -0.54376980909213 -0.35079558097049 
183.0322265625 -0.60545197434733 -0.36964802354851 
193.798828125 -0.66972100085408 -0.388229525527 
204.5654296875 -0.73645233070299 -0.4065331222597 
215.33203125 -0.80551951736171 -0.42455331202669 
226.0986328125 -0.87679708036228 -0.44228508208104 
236.865234375 -0.95016093501424 -0.45972443437799 
247.6318359375 -1.0254876571226 -0.47686806202611 
258.3984375 -1.1026543458987 -0.49371404533598 
269.1650390625 -1.1815453947915 -0.51026048832342 
279.931640625 -1.2620427955561 -0.52650646830003 
290.6982421875 -1.3440318082261 -0.54245191585587 
301.46484375 -1.4274052974151 -0.55809706905195 
312.2314453125 -1.5120532794699 -0.57344306887287 
322.998046875 -1.5978744875218 -0.58849125962301 
333.7646484375 -1.6847706180876 -0.60324379864612 
344.53125 -1.772639873035 -0.61770289713186 
355.2978515625 -1.861396710299 -0.63187159382019 
366.064453125 -1.9509498259723 -0.64575282082786 
376.8310546875 -2.0412174214855 -0.65935029041676 
387.59765625 -2.1321143374804 -0.67266758793246 
398.3642578125 -2.2235691808883 -0.68570879796584 
409.130859375 -2.3155047748516 -0.69847813949865 
419.8974609375 -2.4078548076158 -0.7109798130139 
430.6640625 -2.5005537762618 -0.72321880959561 
441.4306640625 -2.5935376966028 -0.73519939635639 
452.197265625 -2.6867489713219 -0.74692642521873 
462.9638671875 -2.780131453833 -0.75840484219098 
473.73046875 -2.87363535654 -0.76963953563295 
484.4970703125 -2.9672088943306 -0.78063540354737 
495.263671875 -3.0608079089882 -0.79139733389432 
506.0302734375 -3.1543856436983 -0.80193063204316 
516.796875 -3.2479088972134 -0.81223974982345 
527.5634765625 -3.3413336929548 -0.82233022551272 
538.330078125 -3.4346257227811 -0.8322064258871 
549.0966796875 -3.5277533475295 -0.84187370600644 
559.86328125 -3.620683101084 -0.85133659456195 
570.6298828125 -3.7133896622174 -0.86059994669426 
581.396484375 -3.8058446860349 -0.86966856318528 
592.1630859375 -3.8980264688765 -0.87854679683868 
602.9296875 -3.9899056857368 -0.88723986302516 
613.6962890625 -4.0814668692103 -0.89575157828723 
624.462890625 -4.1726889379364 -0.90408659634469 
635.2294921875 -4.2635544071025 -0.91224931831326 
645.99609375 -4.3540472896407 -0.92024393769543 
656.7626953125 -4.4441508213844 -0.92807473789704 
667.529296875 -4.5338526698372 -0.93574553655562 
678.2958984375 -4.6231366499375 -0.94325956043497 
689.0625 -4.712000971923 -0.95062334271376 
699.8291015625 -4.8004259187472 -0.95783804778018 
710.595703125 -4.8884052273915 -0.9649082704798 
721.3623046875 -4.9759298391371 -0.97183767510382 
732.12890625 -5.0629941321394 -0.97862964016129 
742.8955078125 -5.1495901139435 -0.98528773107598 
753.662109375 -5.235712028821 -0.99181534924678 
764.4287109375 -5.3213546805209 -0.99821580737621 
775.1953125 -5.4065142929003 -1.0044917849483 
785.9619140625 -5.4911858835021 -1.0106469934866 
796.728515625 -5.575368552136 -1.0166842687577 
807.4951171875 -5.6590566692771 -1.0226063389707 
818.26171875 -5.7422514952137 -1.0284164911817 
829.0283203125 -5.8249476249434 -1.034117150129 
839.794921875 -5.9071471390226 -1.0397111018074 
850.5615234375 -5.9888470608664 -1.0452008592264 
861.328125 -6.0700485456745 -1.0505893386809 
872.0947265625 -6.1507508583854 -1.0558788866142 
882.861328125 -6.2309545448848 -1.0610716037586 
893.6279296875 -6.31065943675 -1.0661703701326 
904.39453125 -6.3898678510338 -1.0711768182322 
915.1611328125 -6.4685809185939 -1.0760937714286 
925.927734375 -6.5467976044747 -1.0809232739352 
936.6943359375 -6.6245241342684 -1.0856675549499 
947.4609375 -6.7017560431916 -1.09032783087 
958.2275390625 -6.778501753658 -1.0949069768004 
968.994140625 -6.8547598952806 -1.0994067494898 
979.7607421875 -6.9305350317239 -1.1038288337708 
990.52734375 -7.0058268019899 -1.1081751354092 
1001.2939453125 -7.0806404205146 -1.1124475244088 
1012.060546875 -7.1549781464028 -1.1166475753156 
1022.8271484375 -7.2288530561736 -1.1207769881753 
1033.59375 -7.3022369999262 -1.1248375744549 
1044.3603515625 -7.375164139069 -1.1288307939317 
1055.126953125 -7.4476282707017 -1.1327580399536 
1065.8935546875 -7.5196316537431 -1.1366210799828 
1076.66015625 -7.5911780647366 -1.1404211763867 
1087.4267578125 -7.6622716754938 -1.1441598480031 
1098.193359375 -7.732912673555 -1.1478385122265 
1108.9599609375 -7.8031079112383 -1.1514583846972 
1119.7265625 -7.8728617390837 -1.1550209215656 
1130.4931640625 -7.942175567006 -1.1585271459588 
1141.259765625 -8.0110525928179 -1.1619786869848 
1152.0263671875 -8.0794990273042 -1.1653763015663 
1162.79296875 -8.1475156793658 -1.1687216314652 
1173.5595703125 -8.2151075902676 -1.1720153246583 
