0.0 nan -nan 
10.7666015625 nan -nan 
21.533203125 nan -nan 
32.2998046875 nan -nan 
43.06640625 nan -nan 
53.8330078125 nan -nan 
64.599609375 nan -nan 
75.3662109375 nan -nan 
86.1328125 nan -nan 
96.8994140625 nan -nan 
107.666015625 nan -nan 
118.4326171875 nan -nan 
129.19921875 nan -nan 
139.9658203125 nan -nan 
150.732421875 nan -nan 
161.4990234375 nan -nan 
172.265625 nan -nan 
183.0322265625 nan -nan 
193.798828125 nan -nan 
204.5654296875 nan -nan 
215.33203125 nan -nan 
226.0986328125 nan -nan 
236.865234375 nan -nan 
247.6318359375 nan -nan 
258.3984375 nan -nan 
269.1650390625 nan -nan 
279.931640625 nan -nan 
290.6982421875 nan -nan 
301.46484375 nan -nan 
312.2314453125 nan -nan 
322.998046875 nan -nan 
333.7646484375 nan -nan 
344.53125 nan -nan 
355.2978515625 nan -nan 
366.064453125 nan -nan 
376.8310546875 nan -nan 
387.59765625 nan -nan 
398.3642578125 nan -nan 
409.130859375 nan -nan 
419.8974609375 nan -nan 
430.6640625 nan -nan 
441.4306640625 nan -nan 
452.197265625 nan -nan 
462.9638671875 nan -nan 
473.73046875 nan -nan 
484.4970703125 nan -nan 
495.263671875 nan -nan 
506.0302734375 nan -nan 
516.796875 nan -nan 
527.5634765625 nan -nan 
538.330078125 nan -nan 
549.0966796875 nan -nan 
559.86328125 nan -nan 
570.6298828125 nan -nan 
581.396484375 nan -nan 
592.1630859375 nan -nan 
602.9296875 nan -nan 
613.6962890625 nan -nan 
624.462890625 nan -nan 
635.2294921875 nan -nan 
645.99609375 nan -nan 
656.7626953125 nan -nan 
667.529296875 nan -nan 
678.2958984375 nan -nan 
689.0625 nan -nan 
699.8291015625 nan -nan 
710.595703125 nan -nan 
721.3623046875 nan -nan 
732.12890625 nan -nan 
742.8955078125 nan -nan 
753.662109375 nan -nan 
764.4287109375 nan -nan 
775.1953125 nan -nan 
785.9619140625 nan -nan 
796.728515625 nan -nan 
807.4951171875 nan -nan 
818.26171875 nan -nan 
829.0283203125 nan -nan 
839.794921875 nan -nan 
850.5615234375 nan -nan 
861.328125 nan -nan 
872.0947265625 nan -nan 
882.861328125 nan -nan 
893.6279296875 nan -nan 
904.39453125 nan -nan 
915.1611328125 nan -nan 
925.927734375 nan -nan 
936.6943359375 nan -nan 
947.4609375 nan -nan 
958.2275390625 nan -nan 
968.994140625 nan -nan 
979.7607421875 nan -nan 
990.52734375 nan -nan 
1001.2939453125 nan -nan 
1012.060546875 nan -nan 
1022.8271484375 nan -nan 
1033.59375 nan -nan 
1044.3603515625 nan -nan 
1055.126953125 nan -nan 
1065.8935546875 nan -nan 
1076.66015625 nan -nan 
1087.4267578125 nan -nan 
1098.193359375 nan -nan 
1108.9599609375 nan -nan 
1119.7265625 nan -nan 
1130.4931640625 nan -nan 
1141.259765625 nan -nan 
1152.0263671875 nan -nan 
1162.79296875 nan -nan 
1173.5595703125 nan -nan 
1184.326171875 nan -nan 
1195.0927734375 nan -nan 
1205.859375 nan -nan 
1216.6259765625 nan -nan 
1227.392578125 nan -nan 
1238.1591796875 nan -nan 
1248.92578125 nan -nan 
1259.6923828125 nan -nan 
1270.458984375 nan -nan 
1281.2255859375 nan -nan 
1291.9921875 nan -nan 
1302.7587890625 nan -nan 
1313.525390625 nan -nan 
1324.2919921875 nan -nan 
1335.05859375 nan -nan 
1345.8251953125 nan -nan 
1356.591796875 nan -nan 
1367.3583984375 nan -nan 
1378.125 nan -nan 
1388.8916015625 nan -nan 
1399.658203125 nan -nan 
1410.4248046875 nan -nan 
1421.19140625 nan -nan 
1431.9580078125 nan -nan 
1442.724609375 nan -nan 
1453.4912109375 nan -nan 
1464.2578125 nan -nan 
1475.0244140625 nan -nan 
1485.791015625 nan -nan 
1496.5576171875 nan -nan 
1507.32421875 nan -nan 
1518.0908203125 nan -nan 
1528.857421875 nan -nan 
1539.6240234375 nan -nan 
1550.390625 nan -nan 
1561.1572265625 nan -nan 
1571.923828125 nan -nan 
1582.6904296875 nan -nan 
1593.45703125 nan -nan 
1604.2236328125 nan -nan 
1614.990234375 nan -nan 
1625.7568359375 nan -nan 
1636.5234375 nan -nan 
1647.2900390625 nan -nan 
1658.056640625 nan -nan 
1668.8232421875 nan -nan 
1679.58984375 nan -nan 
1690.3564453125 nan -nan 
1701.123046875 nan -nan 
1711.8896484375 nan -nan 
1722.65625 nan -nan 
1733.4228515625 nan -nan 
1744.189453125 nan -nan 
1754.9560546875 nan -nan 
1765.72265625 nan -nan 
1776.4892578125 nan -nan 
1787.255859375 nan -nan 
1798.0224609375 nan -nan 
1808.7890625 nan -nan 
1819.5556640625 nan -nan 
1830.322265625 nan -nan 
1841.0888671875 nan -nan 
1851.85546875 nan -nan 
1862.6220703125 nan -nan 
1873.388671875 nan -nan 
1884.1552734375 nan -nan 
1894.921875 nan -nan 
1905.6884765625 nan -nan 
1916.455078125 nan -nan 
1927.2216796875 nan -nan 
1937.98828125 nan -nan 
1948.7548828125 nan -nan 
1959.521484375 nan -nan 
1970.2880859375 nan -nan 
1981.0546875 nan -nan 
1991.8212890625 nan -nan 
2002.587890625 nan -nan 
2013.3544921875 nan -nan 
2024.12109375 nan -nan 
2034.8876953125 nan -nan 
2045.654296875 nan -nan 
2056.4208984375 nan -nan 
2067.1875 nan -nan 
2077.9541015625 nan -nan 
2088.720703125 nan -nan 
2099.4873046875 nan -nan 
2110.25390625 nan -nan 
2121.0205078125 nan -nan 
2131.787109375 nan -nan 
2142.5537109375 nan -nan 
2153.3203125 nan -nan 
2164.0869140625 nan -nan 
2174.853515625 nan -nan 
2185.6201171875 nan -nan 
2196.38671875 nan -nan 
2207.1533203125 nan -nan 
2217.919921875 nan -nan 
2228.6865234375 nan -nan 
2239.453125 nan -nan 
2250.2197265625 nan -nan 
2260.986328125 nan -nan 
2271.7529296875 nan -nan 
2282.51953125 nan -nan 
2293.2861328125 nan -nan 
2304.052734375 nan -nan 
2314.8193359375 nan -nan 
2325.5859375 nan -nan 
2336.3525390625 nan -nan 
2347.119140625 nan -nan 
2357.8857421875 nan -nan 
2368.65234375 nan -nan 
2379.4189453125 nan -nan 
2390.185546875 nan -nan 
2400.9521484375 nan -nan 
2411.71875 nan -nan 
2422.4853515625 nan -nan 
2433.251953125 nan -nan 
2444.0185546875 nan -nan 
2454.78515625 nan -nan 
2465.5517578125 nan -nan 
2476.318359375 nan -nan 
2487.0849609375 nan -nan 
2497.8515625 nan -nan 
2508.6181640625 nan -nan 
2519.384765625 nan -nan 
2530.1513671875 nan -nan 
2540.91796875 nan -nan 
2551.6845703125 nan -nan 
2562.451171875 nan -nan 
2573.2177734375 nan -nan 
2583.984375 nan -nan 
2594.7509765625 nan -nan 
2605.517578125 nan -nan 
2616.2841796875 nan -nan 
2627.05078125 nan -nan 
2637.8173828125 nan -nan 
2648.583984375 nan -nan 
2659.3505859375 nan -nan 
2670.1171875 nan -nan 
2680.8837890625 nan -nan 
2691.650390625 nan -nan 
2702.4169921875 nan -nan 
2713.18359375 nan -nan 
2723.9501953125 nan -nan 
2734.716796875 nan -nan 
2745.4833984375 nan -nan 
2756.25 nan -nan 
2767.0166015625 nan -nan 
2777.783203125 nan -nan 
2788.5498046875 nan -nan 
2799.31640625 nan -nan 
2810.0830078125 nan -nan 
2820.849609375 nan -nan 
2831.6162109375 nan -nan 
2842.3828125 nan -nan 
2853.1494140625 nan -nan 
2863.916015625 nan -nan 
2874.6826171875 nan -nan 
2885.44921875 nan -nan 
2896.2158203125 nan -nan 
2906.982421875 nan -nan 
2917.7490234375 nan -nan 
2928.515625 nan -nan 
2939.2822265625 nan -nan 
2950.048828125 nan -nan 
2960.8154296875 nan -nan 
2971.58203125 nan -nan 
2982.3486328125 nan -nan 
2993.115234375 nan -nan 
3003.8818359375 nan -nan 
3014.6484375 nan -nan 
3025.4150390625 nan -nan 
3036.181640625 nan -nan 
3046.9482421875 nan -nan 
3057.71484375 nan -nan 
3068.4814453125 nan -nan 
3079.248046875 nan -nan 
3090.0146484375 nan -nan 
3100.78125 nan -nan 
3111.5478515625 nan -nan 
3122.314453125 nan -nan 
3133.0810546875 nan -nan 
3143.84765625 nan -nan 
3154.6142578125 nan -nan 
3165.380859375 nan -nan 
