0 0
10 -0.10725107172644
21 -0.21209019443052
32 -0.31241567622817
43 -0.40665336654769
53 -0.49383444629795
64 -0.57355093578651
75 -0.64583724119335
86 -0.7110317786045
96 -0.76965191124317
107 -0.82229790596957
118 -0.86958787682748
129 -0.91211770319697
139 -0.95043903877548
150 -0.98504960186535
161 -1.0163917601845
172 -1.0448537839459
183 -1.0707750053264
193 -1.0944505520869
204 -1.1161368558367
215 -1.1360563297886
226 -1.1544025647586
236 -1.1713437262304
247 -1.1870267991766
258 -1.2015797408071
269 -1.215115234659
279 -1.2277317253847
290 -1.2395160408911
301 -1.2505450939774
312 -1.2608866928435
322 -1.2706013598996
333 -1.279742447321
344 -1.2883577897621
355 -1.2964911226411
366 -1.3041800870928
376 -1.3114594110311
387 -1.3183604057991
398 -1.3249111312625
409 -1.3311371309459
419 -1.3370615068133
430 -1.3427052023363
441 -1.3480876813292
452 -1.3532259324251
462 -1.3581362416603
473 -1.3628333370369
484 -1.3673302189677
495 -1.3716395625416
506 -1.3757726986657
516 -1.3797398508338
527 -1.3835511300916
538 -1.3872151217651
549 -1.3907402336497
559 -1.3941342438492
570 -1.3974037828422
581 -1.4005559635527
592 -1.4035969047816
602 -1.4065322938493
613 -1.4093674535243
624 -1.4121073688866
635 -1.4147566184852
645 -1.4173198210836
656 -1.4198009856518
667 -1.4222039507132
678 -1.424532323205
689 -1.4267890632166
699 -1.4289788080544
710 -1.4311029551567
721 -1.4331651917809
732 -1.4351676051164
742 -1.4371133104139
753 -1.4390045409796
764 -1.4408433171584
775 -1.4426318242979
785 -1.4443723215647
796 -1.446066583888
807 -1.4477163726758
818 -1.4493233662456
829 -1.4508894306655
839 -1.452415983706
850 -1.4539041783306
861 -1.4553559020693
872 -1.4567722096269
882 -1.458154527389
893 -1.4595039628074
904 -1.4608218873239
915 -1.4621089129318
925 -1.4633664898317
936 -1.4645956206903
947 -1.4657970917651
958 -1.4669720005724
968 -1.468121033265
979 -1.4692450498512
990 -1.4703453053516
1001 -1.4714217609737
1012 -1.4724754521263
1022 -1.4735077280404
1033 -1.4745187931826
1044 -1.4755085619863
1055 -1.4764784093817
1065 -1.4774294051739
1076 -1.4783612208845
1087 -1.4792748486877
1098 -1.4801707235187
1108 -1.4810495918471
1119 -1.4819116804332
1130 -1.4827573187819
1141 -1.4835872937973
1152 -1.4844017773158
1162 -1.4852017277491
1173 -1.4859866395935
1184 -1.4867576177282
1195 -1.4875147544951
1205 -1.488259190836
1216 -1.4889894661277
1227 -1.4897072088474
1238 -1.4904129299712
1248 -1.4911068298384
1259 -1.4917883270741
1270 -1.492458912439
1281 -1.4931183158135
1291 -1.493766598362
1302 -1.4944042269423
1313 -1.4950316964441
1324 -1.4956490095265
1335 -1.4962562715284
1345 -1.4968541386461
1356 -1.497442329468
1367 -1.498021474879
1378 -1.4985930531577
1388 -1.4991532807902
1399 -1.4997062421802
1410 -1.5002505942868
1421 -1.500786889625
1431 -1.5013151367497
1442 -1.5018356043976
1453 -1.502348535353
1464 -1.5028537785115
1475 -1.5033520421047
1485 -1.5038430776369
1496 -1.5043267399521
1507 -1.504803436175
1518 -1.5052738579829
1528 -1.505737819129
1539 -1.5061949461823
1550 -1.5066464169946
1561 -1.5070907589044
1571 -1.507529485035
1582 -1.5079624909319
1593 -1.5083895020439
1604 -1.5088109302262
1614 -1.5092267909366
1625 -1.5096371803776
1636 -1.5100425001511
1647 -1.5104420190235
1658 -1.5108366000378
1668 -1.5112260761434
1679 -1.5116106373797
1690 -1.5119903361085
1701 -1.5123654126847
1711 -1.5127354509083
1722 -1.5131007032769
1733 -1.5134625460893
1744 -1.5138195354305
1754 -1.5141718069933
1765 -1.514519824767
1776 -1.5148639247682
1787 -1.5152038107009
1798 -1.5155395749523
1808 -1.5158705739177
1819 -1.5161993575413
1830 -1.5165236311305
1841 -1.5168439034452
1851 -1.5171604756323
1862 -1.5174738899206
1873 -1.5177832239421
1884 -1.5180891280539
1894 -1.5183908171005
1905 -1.5186911281132
1916 -1.5189866348841
1927 -1.5192792709697
1937 -1.5195683773983
1948 -1.5198549714024
1959 -1.5201380536723
1970 -1.5204179613984
1981 -1.5206943766817
1991 -1.5209687009255
2002 -1.521239827732
2013 -1.5215078690533
2024 -1.5217733281827
2034 -1.522036254244
